Model,MSO68B
Channel,CH4
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,13750
Zero Index,7287.66406250
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,-4.180000

Labels,
TIME,CH4
-1.10890625e-06,-1.99218750e-01
-1.10874625e-06,-1.90312500e-01
-1.10858625e-06,-1.51406250e-01
-1.10842625e-06,-1.14375000e-01
-1.10826625e-06,-8.85937500e-02
-1.10810625e-06,-1.13437500e-01
-1.10794625e-06,-1.58906250e-01
-1.10778625e-06,-1.37343750e-01
-1.10762625e-06,-9.60937500e-02
-1.10746625e-06,-1.02187500e-01
-1.10730625e-06,-8.53125000e-02
-1.10714625e-06,-5.76562500e-02
-1.10698625e-06,-1.23281250e-01
-1.10682625e-06,-1.92656250e-01
-1.10666625e-06,-1.54218750e-01
-1.10650625e-06,-1.13437500e-01
-1.10634625e-06,-1.37812500e-01
-1.10618625e-06,-1.44375000e-01
-1.10602625e-06,-1.22812500e-01
-1.10586625e-06,-1.24687500e-01
-1.10570625e-06,-1.38281250e-01
-1.10554625e-06,-1.32187500e-01
-1.10538625e-06,-9.65625000e-02
-1.10522625e-06,-6.98437500e-02
-1.10506625e-06,-9.51562500e-02
-1.10490625e-06,-1.20000000e-01
-1.10474625e-06,-9.46875000e-02
-1.10458625e-06,-8.53125000e-02
-1.10442625e-06,-1.11562500e-01
-1.10426625e-06,-1.02187500e-01
-1.10410625e-06,-6.70312500e-02
-1.10394625e-06,-8.39062500e-02
-1.10378625e-06,-1.44375000e-01
-1.10362625e-06,-1.70625000e-01
-1.10346625e-06,-1.35000000e-01
-1.10330625e-06,-9.42187500e-02
-1.10314625e-06,-1.00781250e-01
-1.10298625e-06,-1.28437500e-01
-1.10282625e-06,-1.30781250e-01
-1.10266625e-06,-1.09687500e-01
-1.10250625e-06,-8.76562500e-02
-1.10234625e-06,-7.64062500e-02
-1.10218625e-06,-7.87500000e-02
-1.10202625e-06,-1.02187500e-01
-1.10186625e-06,-1.45781250e-01
-1.10170625e-06,-1.51406250e-01
-1.10154625e-06,-7.17187500e-02
-1.10138625e-06,-7.50000000e-03
-1.10122625e-06,-7.12500000e-02
-1.10106625e-06,-1.60312500e-01
-1.10090625e-06,-1.34531250e-01
-1.10074625e-06,-8.71875000e-02
-1.10058625e-06,-1.41093750e-01
-1.10042625e-06,-1.86093750e-01
-1.10026625e-06,-1.33125000e-01
-1.10010625e-06,-1.22343750e-01
-1.09994625e-06,-1.87968750e-01
-1.09978625e-06,-1.66875000e-01
-1.09962625e-06,-9.18750000e-02
-1.09946625e-06,-1.12968750e-01
-1.09930625e-06,-1.53281250e-01
-1.09914625e-06,-1.27500000e-01
-1.09898625e-06,-1.29843750e-01
-1.09882625e-06,-1.69218750e-01
-1.09866625e-06,-1.71093750e-01
-1.09850625e-06,-1.58437500e-01
-1.09834625e-06,-1.50000000e-01
-1.09818625e-06,-1.56093750e-01
-1.09802625e-06,-2.02500000e-01
-1.09786625e-06,-2.04843750e-01
-1.09770625e-06,-1.32187500e-01
-1.09754625e-06,-1.39218750e-01
-1.09738625e-06,-2.05312500e-01
-1.09722625e-06,-1.34062500e-01
-1.09706625e-06,-3.46875000e-02
-1.09690625e-06,-1.19531250e-01
-1.09674625e-06,-2.22656250e-01
-1.09658625e-06,-1.71093750e-01
-1.09642625e-06,-1.24687500e-01
-1.09626625e-06,-1.65000000e-01
-1.09610625e-06,-1.77656250e-01
-1.09594625e-06,-1.61718750e-01
-1.09578625e-06,-1.57968750e-01
-1.09562625e-06,-1.45312500e-01
-1.09546625e-06,-1.56562500e-01
-1.09530625e-06,-1.72500000e-01
-1.09514625e-06,-1.16250000e-01
-1.09498625e-06,-6.37500000e-02
-1.09482625e-06,-8.57812500e-02
-1.09466625e-06,-9.46875000e-02
-1.09450625e-06,-7.96875000e-02
-1.09434625e-06,-1.01250000e-01
-1.09418625e-06,-1.18593750e-01
-1.09402625e-06,-1.15312500e-01
-1.09386625e-06,-1.24218750e-01
-1.09370625e-06,-1.25156250e-01
-1.09354625e-06,-1.28906250e-01
-1.09338625e-06,-1.60781250e-01
-1.09322625e-06,-1.66875000e-01
-1.09306625e-06,-1.39687500e-01
-1.09290625e-06,-1.21406250e-01
-1.09274625e-06,-8.85937500e-02
-1.09258625e-06,-5.90625000e-02
-1.09242625e-06,-8.95312500e-02
-1.09226625e-06,-1.16250000e-01
-1.09210625e-06,-6.56250000e-02
-1.09194625e-06,-1.92187500e-02
-1.09178625e-06,-5.81250000e-02
-1.09162625e-06,-1.17187500e-01
-1.09146625e-06,-1.19062500e-01
-1.09130625e-06,-1.05468750e-01
-1.09114625e-06,-1.28906250e-01
-1.09098625e-06,-1.45312500e-01
-1.09082625e-06,-1.22812500e-01
-1.09066625e-06,-1.15312500e-01
-1.09050625e-06,-1.47187500e-01
-1.09034625e-06,-1.69687500e-01
-1.09018625e-06,-1.55625000e-01
-1.09002625e-06,-1.32656250e-01
-1.08986625e-06,-1.30312500e-01
-1.08970625e-06,-1.35000000e-01
-1.08954625e-06,-1.16250000e-01
-1.08938625e-06,-1.02187500e-01
-1.08922625e-06,-1.19062500e-01
-1.08906625e-06,-1.32656250e-01
-1.08890625e-06,-1.30312500e-01
-1.08874625e-06,-1.27968750e-01
-1.08858625e-06,-1.18125000e-01
-1.08842625e-06,-1.32187500e-01
-1.08826625e-06,-1.72031250e-01
-1.08810625e-06,-1.47656250e-01
-1.08794625e-06,-9.28125000e-02
-1.08778625e-06,-1.19531250e-01
-1.08762625e-06,-1.33593750e-01
-1.08746625e-06,-4.31250000e-02
-1.08730625e-06,-2.06250000e-02
-1.08714625e-06,-1.34531250e-01
-1.08698625e-06,-1.71093750e-01
-1.08682625e-06,-7.50000000e-02
-1.08666625e-06,-4.68750000e-02
-1.08650625e-06,-1.17656250e-01
-1.08634625e-06,-1.25625000e-01
-1.08618625e-06,-8.53125000e-02
-1.08602625e-06,-1.27031250e-01
-1.08586625e-06,-1.80937500e-01
-1.08570625e-06,-1.37343750e-01
