x-axis,1,2,3,4
second,Ampere,Ampere,Ampere,Volt
-337.1000E-06,+41.4573369E-03,+1.1997485161E+00,-100.9678009E-03,+1.9914648763E+00
-336.7625E-06,+41.4573369E-03,+1.2230129871E+00,-102.5497849E-03,+1.9914648763E+00
-336.4250E-06,+41.4573369E-03,+1.3253766596E+00,-100.5025115E-03,+1.9910368101E+00
-336.0875E-06,+42.3879157E-03,+1.3021121886E+00,-100.9678009E-03,+1.9895813848E+00
-335.7500E-06,+45.5518836E-03,+1.1997485161E+00,-102.5497849E-03,+1.9914648763E+00
-335.4125E-06,+41.4573369E-03,+1.1764840451E+00,-100.5025115E-03,+1.9914648763E+00
-335.0750E-06,+41.4573369E-03,+1.0973848436E+00,-100.5025115E-03,+1.9910368101E+00
-334.7375E-06,+42.3879157E-03,+1.1997485161E+00,-100.0372221E-03,+1.9891533186E+00
-334.4000E-06,+45.5518836E-03,+1.1997485161E+00,-98.9205275E-03,+1.9891533186E+00
-334.0625E-06,+41.4573369E-03,+1.2230129871E+00,-103.0150743E-03,+1.9891533186E+00
-333.7250E-06,+40.5267581E-03,+1.3021121886E+00,-102.0844955E-03,+1.9891533186E+00
-333.3875E-06,+37.3627901E-03,+1.1997485161E+00,-98.4552381E-03,+1.9891533186E+00
-333.0500E-06,+41.4573369E-03,+1.2230129871E+00,-100.5025115E-03,+1.9891533186E+00
-332.7125E-06,+41.4573369E-03,+1.3253766596E+00,-100.5025115E-03,+1.9895813848E+00
-332.3750E-06,+41.4573369E-03,+1.3021121886E+00,-100.0372221E-03,+1.9918929426E+00
-332.0375E-06,+41.4573369E-03,+1.1997485161E+00,-98.9205275E-03,+1.9937764341E+00
-331.7000E-06,+41.4573369E-03,+1.2230129871E+00,-102.0844955E-03,+1.9937764341E+00
-331.3625E-06,+41.4573369E-03,+1.3253766596E+00,-98.9205275E-03,+1.9937764341E+00
-331.0250E-06,+41.4573369E-03,+1.3021121886E+00,-103.0150743E-03,+1.9937764341E+00
