Model,MSO68B
Channel,CH8
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,7500
Zero Index,2699.95703125
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,0.360000

Labels,
TIME,CH8
-3.69593125e-07,-2.90625000e-02
-3.69433125e-07,-4.96875000e-02
-3.69273125e-07,1.46875000e-02
-3.69113125e-07,2.48437500e-02
-3.68953125e-07,-3.43750000e-02
-3.68793125e-07,-3.06250000e-02
-3.68633125e-07,1.90625000e-02
-3.68473125e-07,9.37500000e-03
-3.68313125e-07,-2.18750000e-02
-3.68153125e-07,-6.40625000e-03
-3.67993125e-07,1.59375000e-02
-3.67833125e-07,1.07812500e-02
-3.67673125e-07,-2.96875000e-03
-3.67513125e-07,-2.03125000e-02
-3.67353125e-07,-2.20312500e-02
-3.67193125e-07,1.48437500e-02
-3.67033125e-07,3.85937500e-02
-3.66873125e-07,9.84375000e-03
-3.66713125e-07,-2.96875000e-03
-3.66553125e-07,2.35937500e-02
-3.66393125e-07,1.29687500e-02
-3.66233125e-07,-1.75000000e-02
-3.66073125e-07,1.54687500e-02
-3.65913125e-07,5.32812500e-02
-3.65753125e-07,2.00000000e-02
-3.65593125e-07,-1.09375000e-03
-3.65433125e-07,3.87500000e-02
-3.65273125e-07,4.73437500e-02
-3.65113125e-07,1.26562500e-02
-3.64953125e-07,2.00000000e-02
-3.64793125e-07,4.60937500e-02
-3.64633125e-07,1.85937500e-02
-3.64473125e-07,-1.14062500e-02
-3.64313125e-07,2.07812500e-02
-3.64153125e-07,5.81250000e-02
-3.63993125e-07,4.32812500e-02
-3.63833125e-07,2.09375000e-02
-3.63673125e-07,3.21875000e-02
-3.63513125e-07,5.39062500e-02
-3.63353125e-07,5.56250000e-02
-3.63193125e-07,2.50000000e-02
-3.63033125e-07,-5.78125000e-03
-3.62873125e-07,1.76562500e-02
-3.62713125e-07,5.20312500e-02
-3.62553125e-07,2.14062500e-02
-3.62393125e-07,-1.87500000e-03
-3.62233125e-07,4.25000000e-02
-3.62073125e-07,4.87500000e-02
-3.61913125e-07,1.56250000e-03
-3.61753125e-07,2.04687500e-02
-3.61593125e-07,6.43750000e-02
-3.61433125e-07,3.32812500e-02
-3.61273125e-07,6.71875000e-03
-3.61113125e-07,4.04687500e-02
-3.60953125e-07,5.85937500e-02
-3.60793125e-07,5.15625000e-02
-3.60633125e-07,4.50000000e-02
-3.60473125e-07,2.17187500e-02
-3.60313125e-07,2.51562500e-02
-3.60153125e-07,6.95312500e-02
-3.59993125e-07,6.03125000e-02
-3.59833125e-07,1.54687500e-02
-3.59673125e-07,4.42187500e-02
-3.59513125e-07,8.59375000e-02
-3.59353125e-07,5.29687500e-02
-3.59193125e-07,3.06250000e-02
-3.59033125e-07,5.40625000e-02
-3.58873125e-07,4.10937500e-02
-3.58713125e-07,1.71875000e-02
-3.58553125e-07,4.57812500e-02
-3.58393125e-07,7.14062500e-02
-3.58233125e-07,6.17187500e-02
-3.58073125e-07,5.70312500e-02
-3.57913125e-07,5.85937500e-02
-3.57753125e-07,6.25000000e-02
-3.57593125e-07,6.68750000e-02
-3.57433125e-07,3.65625000e-02
-3.57273125e-07,8.59375000e-03
-3.57113125e-07,5.50000000e-02
-3.56953125e-07,1.06250000e-01
-3.56793125e-07,7.25000000e-02
-3.56633125e-07,2.48437500e-02
-3.56473125e-07,4.23437500e-02
-3.56313125e-07,6.84375000e-02
-3.56153125e-07,4.89062500e-02
-3.55993125e-07,3.90625000e-02
-3.55833125e-07,7.68750000e-02
-3.55673125e-07,8.89062500e-02
-3.55513125e-07,3.67187500e-02
-3.55353125e-07,6.09375000e-03
-3.55193125e-07,3.71875000e-02
-3.55033125e-07,5.71875000e-02
-3.54873125e-07,4.56250000e-02
-3.54713125e-07,4.79687500e-02
-3.54553125e-07,5.10937500e-02
-3.54393125e-07,3.29687500e-02
-3.54233125e-07,3.15625000e-02
-3.54073125e-07,5.45312500e-02
-3.53913125e-07,6.43750000e-02
-3.53753125e-07,6.18750000e-02
-3.53593125e-07,5.95312500e-02
-3.53433125e-07,5.06250000e-02
-3.53273125e-07,5.48437500e-02
