Model,MSO68B
Channel,CH8
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,7500
Zero Index,1949.75390625
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,0.440000

Labels,
TIME,CH8
-2.75640625e-07,-7.21250000e-02
-2.75480625e-07,-7.71250000e-02
-2.75320625e-07,-1.13000000e-01
-2.75160625e-07,-1.11375000e-01
-2.75000625e-07,-8.43750000e-02
-2.74840625e-07,-9.33750000e-02
-2.74680625e-07,-1.12625000e-01
-2.74520625e-07,-9.37500000e-02
-2.74360625e-07,-6.71250000e-02
-2.74200625e-07,-7.56250000e-02
-2.74040625e-07,-1.05750000e-01
-2.73880625e-07,-1.14750000e-01
-2.73720625e-07,-8.52500000e-02
-2.73560625e-07,-6.03750000e-02
-2.73400625e-07,-8.36250000e-02
-2.73240625e-07,-1.12750000e-01
-2.73080625e-07,-9.62500000e-02
-2.72920625e-07,-7.10000000e-02
-2.72760625e-07,-7.65000000e-02
-2.72600625e-07,-8.60000000e-02
-2.72440625e-07,-8.45000000e-02
-2.72280625e-07,-9.27500000e-02
-2.72120625e-07,-1.08250000e-01
-2.71960625e-07,-1.05125000e-01
-2.71800625e-07,-8.61250000e-02
-2.71640625e-07,-8.25000000e-02
-2.71480625e-07,-9.72500000e-02
-2.71320625e-07,-9.38750000e-02
-2.71160625e-07,-7.46250000e-02
-2.71000625e-07,-8.31250000e-02
-2.70840625e-07,-1.04625000e-01
-2.70680625e-07,-9.52500000e-02
-2.70520625e-07,-8.73750000e-02
-2.70360625e-07,-1.11875000e-01
-2.70200625e-07,-1.24625000e-01
-2.70040625e-07,-1.12500000e-01
-2.69880625e-07,-1.07000000e-01
-2.69720625e-07,-1.02625000e-01
-2.69560625e-07,-9.92500000e-02
-2.69400625e-07,-1.08500000e-01
-2.69240625e-07,-9.80000000e-02
-2.69080625e-07,-7.38750000e-02
-2.68920625e-07,-9.18750000e-02
