Model,MSO68B
Channel,CH2
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,12500
Zero Index,8499.83593750
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,-3.620000

Labels,
TIME,CH2
-1.28173375e-06,5.88281250e-01
-1.28157375e-06,6.53125000e-01
-1.28141375e-06,6.57812500e-01
-1.28125375e-06,7.32031250e-01
-1.28109375e-06,8.25000000e-01
-1.28093375e-06,7.71093750e-01
-1.28077375e-06,6.90625000e-01
-1.28061375e-06,7.94531250e-01
-1.28045375e-06,9.70312500e-01
-1.28029375e-06,1.02187500e+00
-1.28013375e-06,1.03046875e+00
-1.27997375e-06,1.03203125e+00
-1.27981375e-06,1.00234375e+00
-1.27965375e-06,1.02187500e+00
-1.27949375e-06,1.07109375e+00
-1.27933375e-06,1.04609375e+00
-1.27917375e-06,1.00781250e+00
-1.27901375e-06,1.09140625e+00
-1.27885375e-06,1.21875000e+00
-1.27869375e-06,1.19453125e+00
-1.27853375e-06,1.16093750e+00
-1.27837375e-06,1.21171875e+00
-1.27821375e-06,1.27187500e+00
-1.27805375e-06,1.29765625e+00
-1.27789375e-06,1.29218750e+00
-1.27773375e-06,1.27031250e+00
-1.27757375e-06,1.28281250e+00
-1.27741375e-06,1.37187500e+00
-1.27725375e-06,1.42500000e+00
-1.27709375e-06,1.43984375e+00
-1.27693375e-06,1.40390625e+00
-1.27677375e-06,1.34921875e+00
-1.27661375e-06,1.28593750e+00
-1.27645375e-06,1.26250000e+00
-1.27629375e-06,1.26093750e+00
-1.27613375e-06,1.25937500e+00
-1.27597375e-06,1.31328125e+00
-1.27581375e-06,1.35859375e+00
-1.27565375e-06,1.36171875e+00
-1.27549375e-06,1.31796875e+00
-1.27533375e-06,1.18046875e+00
-1.27517375e-06,1.10625000e+00
-1.27501375e-06,1.19687500e+00
-1.27485375e-06,1.23359375e+00
-1.27469375e-06,1.14765625e+00
-1.27453375e-06,1.12265625e+00
-1.27437375e-06,1.14765625e+00
-1.27421375e-06,1.08671875e+00
-1.27405375e-06,9.67968750e-01
-1.27389375e-06,8.94531250e-01
-1.27373375e-06,8.85937500e-01
-1.27357375e-06,8.89062500e-01
-1.27341375e-06,8.37500000e-01
-1.27325375e-06,7.56250000e-01
-1.27309375e-06,7.19531250e-01
-1.27293375e-06,6.96875000e-01
-1.27277375e-06,6.33593750e-01
-1.27261375e-06,5.71875000e-01
-1.27245375e-06,5.21093750e-01
-1.27229375e-06,4.92187500e-01
-1.27213375e-06,4.92187500e-01
-1.27197375e-06,5.23437500e-01
-1.27181375e-06,5.06250000e-01
-1.27165375e-06,4.64843750e-01
-1.27149375e-06,4.07031250e-01
-1.27133375e-06,3.30468750e-01
-1.27117375e-06,3.53906250e-01
-1.27101375e-06,4.18750000e-01
-1.27085375e-06,4.46093750e-01
-1.27069375e-06,5.10937500e-01
-1.27053375e-06,5.27343750e-01
-1.27037375e-06,4.46875000e-01
-1.27021375e-06,4.01562500e-01
-1.27005375e-06,4.49218750e-01
-1.26989375e-06,5.12500000e-01
-1.26973375e-06,5.11718750e-01
-1.26957375e-06,5.33593750e-01
-1.26941375e-06,5.72656250e-01
-1.26925375e-06,5.21093750e-01
-1.26909375e-06,4.73437500e-01
-1.26893375e-06,5.35156250e-01
-1.26877375e-06,6.38281250e-01
-1.26861375e-06,6.94531250e-01
-1.26845375e-06,7.02343750e-01
-1.26829375e-06,7.15625000e-01
-1.26813375e-06,7.13281250e-01
-1.26797375e-06,7.48437500e-01
-1.26781375e-06,8.20312500e-01
-1.26765375e-06,8.43750000e-01
-1.26749375e-06,8.82812500e-01
-1.26733375e-06,8.96875000e-01
-1.26717375e-06,8.64843750e-01
-1.26701375e-06,8.53125000e-01
-1.26685375e-06,8.91406250e-01
-1.26669375e-06,9.89843750e-01
-1.26653375e-06,1.09765625e+00
-1.26637375e-06,1.13125000e+00
-1.26621375e-06,1.07812500e+00
-1.26605375e-06,1.05625000e+00
-1.26589375e-06,1.17109375e+00
-1.26573375e-06,1.30625000e+00
-1.26557375e-06,1.29921875e+00
-1.26541375e-06,1.16015625e+00
-1.26525375e-06,1.11406250e+00
-1.26509375e-06,1.17421875e+00
-1.26493375e-06,1.13359375e+00
-1.26477375e-06,1.09140625e+00
-1.26461375e-06,1.17265625e+00
-1.26445375e-06,1.26406250e+00
-1.26429375e-06,1.33281250e+00
-1.26413375e-06,1.41484375e+00
-1.26397375e-06,1.41796875e+00
-1.26381375e-06,1.30312500e+00
-1.26365375e-06,1.21484375e+00
-1.26349375e-06,1.26875000e+00
-1.26333375e-06,1.29687500e+00
-1.26317375e-06,1.32890625e+00
-1.26301375e-06,1.29921875e+00
-1.26285375e-06,1.14375000e+00
-1.26269375e-06,1.09062500e+00
-1.26253375e-06,1.12187500e+00
-1.26237375e-06,1.15468750e+00
-1.26221375e-06,1.20390625e+00
-1.26205375e-06,1.17968750e+00
-1.26189375e-06,1.07109375e+00
-1.26173375e-06,1.02890625e+00
-1.26157375e-06,1.02968750e+00
-1.26141375e-06,1.02031250e+00
-1.26125375e-06,9.51562500e-01
-1.26109375e-06,8.39062500e-01
-1.26093375e-06,7.91406250e-01
-1.26077375e-06,8.36718750e-01
-1.26061375e-06,9.11718750e-01
-1.26045375e-06,8.40625000e-01
-1.26029375e-06,7.42187500e-01
-1.26013375e-06,7.53906250e-01
-1.25997375e-06,7.00000000e-01
-1.25981375e-06,6.05468750e-01
-1.25965375e-06,5.92187500e-01
-1.25949375e-06,6.09375000e-01
-1.25933375e-06,5.88281250e-01
-1.25917375e-06,5.67968750e-01
-1.25901375e-06,5.41406250e-01
-1.25885375e-06,5.08593750e-01
-1.25869375e-06,5.02343750e-01
